OP;descripcionCliente;descripcionProducto;cantidad;fechaEntrega;OT;codmp;codigoProducto;cantOT;fechaEmision;codMaq;subID;camposTexto;saccod1;alto;ventana
14599  ;901405 TECNOGRAFIC;PLASTILINAS X 24. ESTUCHE DISPLAY. 40 mm. x 160 mm. x 90 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;1400.0;2025-01-10;14599;Cartulina Duplex PDS FABRICA;-TETINTO014-TETINTO016-TETINTO020-;8000.0;2024-12-26;;1;14599   - 901405 TECNOGRAFIC - PLASTILINAS X 24. ESTUCHE DISPLAY. 40 mm. x 160 mm. x 90 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brill;114;0;0
14600  ;901405 TECNOGRAFIC;PLASTILINAS X 24. ESTUCHE DISPLAY. 40 mm. x 160 mm. x 90 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;1400.0;2025-01-10;14600;Cartulina Duplex PDS FABRICA;-TETINTO015-TETINTO017-TETINTO021-;8000.0;2024-12-26;;1;14600   - 901405 TECNOGRAFIC - PLASTILINAS X 24. ESTUCHE DISPLAY. 40 mm. x 160 mm. x 90 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brill;114;0;0
14601  ;901405 TECNOGRAFIC;PLASTILINAS X 24. ESTUCHE DISPLAY. 40 mm. x 160 mm. x 90 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;1400.0;2025-01-10;14601;Cartulina Duplex PDS FABRICA;-TETINTO018-TETINTO023-TETINTO036-;8000.0;2024-12-26;;1;14601   - 901405 TECNOGRAFIC - PLASTILINAS X 24. ESTUCHE DISPLAY. 40 mm. x 160 mm. x 90 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brill;114;0;0
14602  ;901405 TECNOGRAFIC;TCTINTO039 - BASE TRIUNFANTE X 288. Estuche. 357 x 305 mm. En Cartulina Duplex PDS de 320 g. 0 color de frente  Troquelado, Pegado 4 puntas;31250.0;2025-01-10;14602;Cartulina Duplex PDS;-TCTINTO039-;120000.0;2024-12-27;;1;14602   - 901405 TECNOGRAFIC - TCTINTO039 - BASE TRIUNFANTE X 288. Estuche. 357 x 305 mm. En Cartulina Duplex PDS de 320 g. 0 color de frente  Troquelado, Pega;565;0;0
14603  ;901405 TECNOGRAFIC;TAPA TRIUNFANTE X 480 2 cambios. Estuche. 357 x 305 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado 4 puntas;21700.0;2025-01-10;14603;Cartulina Duplex PDS;-TCTINTO032-TCTINTO033-;80000.0;2024-12-27;;1;14603   - 901405 TECNOGRAFIC - TAPA TRIUNFANTE X 480 2 cambios. Estuche. 357 x 305 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brillante,;403;0;0
14604  ;901405 TECNOGRAFIC;TAPA  TRIUNFANTE CAJA REP 288. TAPA. 357 x 305 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado 4 puntas;11200.0;2025-01-10;14604;Cartulina Duplex PDS;-TCTINTO037-TCTINTO038-;40000.0;2024-12-27;;1;14604   - 901405 TECNOGRAFIC - TAPA  TRIUNFANTE CAJA REP 288. TAPA. 357 x 305 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brillante, Troq;706;0;0
14606  ;KOPELCO;TEKOPEL601 - CLASICO X 6 - QPC06151) - Desglosada de la O.T.: 14605;4184.0;2025-01-19;14606;CARTULINA TX SUPERA WHITE DIST.;-TEKOPEL601-;20000.0;2024-12-27;;1;14606   - KOPELCO - TEKOPEL601 - CLASICO X 6 - QPC06151) - Desglosada de la O.T.: 14605;775;0;0
14607  ;KOPELCO;TEKOPEL604 - ULTRA RESISTENTE X 6 - QPC06155) - Desglosada de la O.T.: 14605;3900.0;2025-01-19;14607;CARTULINA TX SUPERA WHITE DIST.;-TEKOPEL604-;20000.0;2024-12-27;;1;14607   - KOPELCO - TEKOPEL604 - ULTRA RESISTENTE X 6 - QPC06155) - Desglosada de la O.T.: 14605;775;0;0
14608  ;CACHAI;TECACHA038 - FS 1 CACHAMAI HIBIS CAN RM) - Desglosada de la O.T.: 14580;9110.0;2025-01-20;14608;Cartulina Duplex PDS;-TECACHA038-;50000.0;2024-12-30;;1;14608   - CACHAI - TECACHA038 - FS 1 CACHAMAI HIBIS CAN RM) - Desglosada de la O.T.: 14580;734;0;0
14609  ;CACHAI;TECACHA025 - FS 1 CACHAMAI MANZANILLA X20 SAQ) - Desglosada de la O.T.: 14580;45540.0;2025-01-20;14609;Cartulina Duplex PDS;-TECACHA025-;250000.0;2024-12-30;;1;14609   - CACHAI - TECACHA025 - FS 1 CACHAMAI MANZANILLA X20 SAQ) - Desglosada de la O.T.: 14580;734;0;0
14610  ;CACHAI;TECACHA026 - FS 1 CACHAMAI TE VERDE REGULAR X20 SAQ) - Desglosada de la O.T.: 14580;18216.0;2025-01-20;14610;Cartulina Duplex PDS;-TECACHA026-;100000.0;2024-12-30;;1;14610   - CACHAI - TECACHA026 - FS 1 CACHAMAI TE VERDE REGULAR X20 SAQ) - Desglosada de la O.T.: 14580;734;0;0
14611  ;CACHAI;TECACHA027 - FS 1 CACHAMAI ROSA X20 SAQ) - Desglosada de la O.T.: 14580;36434.0;2025-01-20;14611;Cartulina Duplex PDS;-TECACHA027-;200000.0;2024-12-30;;1;14611   - CACHAI - TECACHA027 - FS 1 CACHAMAI ROSA X20 SAQ) - Desglosada de la O.T.: 14580;734;0;0
14612  ;CACHAI;- (TECACHA028 - FS 1 CACHAMAI BOLDO X20 SAQ) - Desglosada de la O.T.: 14580;18216.0;2025-01-20;14612;Cartulina Duplex PDS;-TECACHA028-;100000.0;2024-12-30;;1;14612   - CACHAI - - (TECACHA028 - FS 1 CACHAMAI BOLDO X20 SAQ) - Desglosada de la O.T.: 14580;734;0;0
14613  ;CACHAI;TECACHA032 - FS 1 CACHAMAI LEMON GRASS X20 SAQ) - Desglosada de la O.T.: 14580;9110.0;2025-01-20;14613;Cartulina Duplex PDS;-TECACHA032-;50000.0;2024-12-30;;1;14613   - CACHAI - TECACHA032 - FS 1 CACHAMAI LEMON GRASS X20 SAQ) - Desglosada de la O.T.: 14580;734;0;0
14614  ;CACHAI;TECACHA033 - FS 1 CACHAMAI AMARILLO REGULAR X 20 SAQ) - Desglosada de la O.T.: 14580;45540.0;2025-01-20;14614;Cartulina Duplex PDS;-TECACHA033-;250000.0;2024-12-30;;1;14614   - CACHAI - TECACHA033 - FS 1 CACHAMAI AMARILLO REGULAR X 20 SAQ) - Desglosada de la O.T.: 14580;734;0;0
14615  ;CACHAI;TECACHA037 - FS 1 CACHAMAI ESTUCHE MENTA X 20 SAQ LN (INS000331) - Desglosada de la O.T.: 14580;9110.0;2025-01-20;14615;Cartulina Duplex PDS;-TECACHA037-;50000.0;2024-12-30;;1;14615   - CACHAI - TECACHA037 - FS 1 CACHAMAI ESTUCHE MENTA X 20 SAQ LN (INS000331) - Desglosada de la O.T.: 14580;734;0;0
14616  ;FOOD PACK;CPVCB001 - BANDEJA CON PORTA VASOS. Estuche. 406 x 565 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, Pegado lateral;20300.0;2025-01-15;14616;LINER KRAFT;-CPVCB001-;40000.0;2024-12-30;;1;14616   - FOOD PACK - CPVCB001 - BANDEJA CON PORTA VASOS. Estuche. 406 x 565 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, Pegado latera;;0;0
14617  ;FOOD PACK;CCT001 - CARRY TRAY 2 CUPS. Estuche. 400 x 210 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, Pegado fondo automatico;12800.0;2025-01-16;14617;LINER KRAFT;-CCT001-;50000.0;2024-12-30;;1;14617   - FOOD PACK - CCT001 - CARRY TRAY 2 CUPS. Estuche. 400 x 210 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, Pegado fondo automati;;0;0
14618  ;FOOD PACK;CDTAC001 - CAJA DELIVERY/TAKE AWAY CHICA. Estuche. 340 x 405 mm. En LINER KRAFT de 350 g. 2 colores de frente  Barniz brillante, Troquelado;8275.0;2025-01-10;14618;LINER KRAFT;-CDTAC025-;30000.0;2024-12-30;;1;14618   - FOOD PACK - CDTAC001 - CAJA DELIVERY/TAKE AWAY CHICA. Estuche. 340 x 405 mm. En LINER KRAFT de 350 g. 2 colores de frente  Barniz brillante,;;0;0
14619  ;FOOD PACK;TAPA DESAYUNO 30x30 CMC30010T. Estuche. 524 x 524 mm. En Cartulina Triplex PDS de 320 g. 0 color de frente  Troquelado, Pegado ventana;31500.0;2025-01-24;14619;Cartulina Triplex PDS FABRICA;-CMC30010-;30000.0;2025-01-02;;1;14619   - FOOD PACK - TAPA DESAYUNO 30x30 CMC30010T. Estuche. 524 x 524 mm. En Cartulina Triplex PDS de 320 g. 0 color de frente  Troquelado, Pegado v;548;0;0
14620  ;FOOD PACK;BASE DESAYUNO 30x30 CMC30010B. Estuche. 599 x 599 mm. En MICROCORRUGADO de 400 g. 0 color de frente  Troquelado;30100.0;2025-01-24;14620;MICROCORRUGADO;-CMC30010-;30000.0;2025-01-02;;1;14620   - FOOD PACK - BASE DESAYUNO 30x30 CMC30010B. Estuche. 599 x 599 mm. En MICROCORRUGADO de 400 g. 0 color de frente  Troquelado;481;0;0
14623  ;DEMA 901270;DEMA ESTUCHE GENERICO 16X32X4.5. Estuche. 505 x 420 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;4650.0;2025-02-07;14623;CARTULINA TX SUPERA WHITE DIST.;-TEDEMA500-;4000.0;2025-01-03;;1;14623   - DEMA 901270 - DEMA ESTUCHE GENERICO 16X32X4.5. Estuche. 505 x 420 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate,;682;0;0
14624  ;DEMA 901270;DEMA ESTUCHES 15.5X30X3. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 2 colores de frente  Barniz mate, Troquelado, Pegado lateral;5750.0;2025-02-07;14624;CARTULINA TX SUPERA WHITE DIST.;-TEDEMA550-;10000.0;2025-01-03;;1;14624   - DEMA 901270 - DEMA ESTUCHES 15.5X30X3. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 2 colores de frente  Barniz mate, Troquel;341;0;0
14625  ;LA BIRRA;TEBIRRA018 - BIRRA DELIVERY NUEVO CIERRE. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;8250.0;2025-01-24;14625;Cartulina Duplex PDS FABRICA;-TEBIRRA021-;30000.0;2025-01-03;;1;14625   - LA BIRRA - TEBIRRA018 - BIRRA DELIVERY NUEVO CIERRE. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 4 colores de fr;484;0;0
14626  ;WEGA;FAP-3269. Estuche. 246 mm. x 177 mm. x 57 mm. En Cartulina Duplex PDS de 290 g. 3 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;26750.0;2025-01-17;14626;Cartulina Duplex PDS FABRICA;-TEWFAP3269-;100000.0;2025-01-03;;1;14626   - WEGA - FAP-3269. Estuche. 246 mm. x 177 mm. x 57 mm. En Cartulina Duplex PDS de 290 g. 3 colores de frente  Barniz brillante, Troquelad;795;0;0
14627  ;FOOD PACK;CEHT001 - ESTUCHE HAMBURGUESAS / TORTA. Estuche. 234 x 381 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, Pegado 4 puntas;8000.0;2025-01-30;14627;LINER KRAFT;-CEHT001-;30000.0;2025-01-03;;1;14627   - FOOD PACK - CEHT001 - ESTUCHE HAMBURGUESAS / TORTA. Estuche. 234 x 381 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, Pegado 4 ;454;0;0
14628  ;FOOD PACK;CBG001 - BANDEJA GRANDE. Estuche. 310 x 210 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado;4668.0;2025-01-22;14628;LINER KRAFT;-CBG001-;40000.0;2025-01-03;;1;14628   - FOOD PACK - CBG001 - BANDEJA GRANDE. Estuche. 310 x 210 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado;501;0;0
14629  ;FOOD PACK;CEMMGV001-CAJA MALETIN GDE C/ VENT. 130X250X140. Estuche. 131 mm. x 250 mm. x 140 mm. En Cartulina Triplex PDS de 350 g. 0 color de frente  Barniz brillante, Troquelado, Pegado ventana, Pegado fondo automatico;7875.0;2025-01-31;14629;Cartulina Triplex PDS;-CEMMGV001-;15000.0;2025-01-03;;1;14629   - FOOD PACK - CEMMGV001-CAJA MALETIN GDE C/ VENT. 130X250X140. Estuche. 131 mm. x 250 mm. x 140 mm. En Cartulina Triplex PDS de 350 g. 0 color;493;0;0
14630  ;FOOD PACK;CTADM001 - CAJA DELIVERY/TAKE AWAY MEDIANA. Estuche. 395 x 446 mm. En MICROCORRUGADO de 400 g. 0 color de frente  Troquelado;15300.0;2025-02-12;14630;MICROCORRUGADO;-CTADM001-;30000.0;2025-01-03;;1;14630   - FOOD PACK - CTADM001 - CAJA DELIVERY/TAKE AWAY MEDIANA. Estuche. 395 x 446 mm. En MICROCORRUGADO de 400 g. 0 color de frente  Troquelado;;0;0
14631  ;FOOD PACK;CTADG001 -  CAJA TAKE AWAY/DELIVERY GRANDE. Estuche. 495 x 421 mm. En MICROCORRUGADO de 400 g. 0 color de frente  Troquelado;20400.0;2025-01-30;14631;MICROCORRUGADO;-CTADG025-;40000.0;2025-01-03;;1;14631   - FOOD PACK - CTADG001 -  CAJA TAKE AWAY/DELIVERY GRANDE. Estuche. 495 x 421 mm. En MICROCORRUGADO de 400 g. 0 color de frente  Troquelado;460;0;0
14632  ;DEMA 901270;DEMA ESTUCHES PLANO  15X26X4. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;1812.0;2025-02-07;14632;CARTULINA TX SUPERA WHITE BRASIL;-TEDEMA201-;3000.0;2025-01-03;;1;14632   - DEMA 901270 - DEMA ESTUCHES PLANO  15X26X4. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, La;385;0;0
14633  ;DEMA 901270;DEMA ESTUCHES PLANO  15X26X4. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;2600.0;2025-02-07;14633;CARTULINA TX SUPERA WHITE BRASIL;-TEDEMA203-;4000.0;2025-01-03;;1;14633   - DEMA 901270 - DEMA ESTUCHES PLANO  15X26X4. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, La;385;0;0
14634  ;DEMA 901270;DEMA ESTUCHES PLANO  15X26X4. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;2600.0;2025-02-07;14634;CARTULINA TX SUPERA WHITE BRASIL;-TEDEMA216-;4000.0;2025-01-03;;1;14634   - DEMA 901270 - DEMA ESTUCHES PLANO  15X26X4. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, La;385;0;0
14635  ;DEMA 901270;DEMA ESTUCHES PLANO  15X26X4. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;4832.0;2025-02-07;14635;CARTULINA TX SUPERA WHITE BRASIL;-TEDEMA217-TEDEMA220-;8000.0;2025-01-03;;1;14635   - DEMA 901270 - DEMA ESTUCHES PLANO  15X26X4. Estuche. 381 x 510 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, La;385;0;0
14636  ;DEMA 901270;DEMA ESTUCHE 140X210X35. Estuche. 412 x 363 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;1550.0;2025-02-07;14636;CARTULINA TX SUPERA WHITE DIST.;-TEDEMA304-;2000.0;2025-01-03;;1;14636   - DEMA 901270 - DEMA ESTUCHE 140X210X35. Estuche. 412 x 363 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca se;412;0;0
14637  ;DEMA 901270;DEMA ESTUCHE 140X210X35. Estuche. 412 x 363 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;3969.0;2025-02-07;14637;CARTULINA TX SUPERA WHITE DIST.;-TEDEMA303-TEDEMA311-;6000.0;2025-01-03;;1;14637   - DEMA 901270 - DEMA ESTUCHE 140X210X35. Estuche. 412 x 363 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca se;412;0;0
14638  ;DEMA 901270;DEMA ESTUCHE 140X210X35. Estuche. 412 x 363 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;2050.0;2025-02-07;14638;CARTULINA TX SUPERA WHITE DIST.;-TEDEMA405-;3000.0;2025-01-03;;1;14638   - DEMA 901270 - DEMA ESTUCHE 140X210X35. Estuche. 412 x 363 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca se;411;0;0
14639  ;MOSTAZA;ESTUCHE PAPAS REGULAR. Estuche. 260 x 150 mm. En Cartulina Triplex PDS de 260 g. 2 colores de frente  Barniz brillante, Troquelado, Pegado lateral;7517.0;2025-01-24;14639;Cartulina Triplex PDS FABRICA;-TEMOSTA017-;100000.0;2025-01-03;;1;14639   - MOSTAZA - ESTUCHE PAPAS REGULAR. Estuche. 260 x 150 mm. En Cartulina Triplex PDS de 260 g. 2 colores de frente  Barniz brillante, Troquela;796;0;0
14640  ;MOSTAZA;ESTUCHE PAPAS MEDIANO. Estuche. 290 x 200 mm. En Cartulina Triplex PDS de 260 g. 2 colores de frente  Barniz brillante, Troquelado, Pegado lateral;4867.0;2025-01-24;14640;Cartulina Triplex PDS FABRICA;-TEMOSTA018-;50000.0;2025-01-03;;1;14640   - MOSTAZA - ESTUCHE PAPAS MEDIANO. Estuche. 290 x 200 mm. En Cartulina Triplex PDS de 260 g. 2 colores de frente  Barniz brillante, Troquela;797;0;0
14641  ;MOSTAZA;Estuche Papas grande. Estuche. 315 x 183 mm. En Cartulina Triplex PDS de 260 g. 2 colores de frente  Barniz brillante, Troquelado, Pegado lateral;5125.0;2025-01-24;14641;Cartulina Triplex PDS FABRICA;-TEMOSTA019-;50000.0;2025-01-03;;1;14641   - MOSTAZA - Estuche Papas grande. Estuche. 315 x 183 mm. En Cartulina Triplex PDS de 260 g. 2 colores de frente  Barniz brillante, Troquelad;;0;0
14654  ;901304 PROSABORES;TD1854024 -  NUEVA CAJA CONT. DISPLAY P/ 12 ESP.. Estuche. 144 mm. x 259 mm. x 87 mm. En Cartulina Duplex PDS de 370 grs./m2, SiN iMPRESioN,  Troquelados ( Doble Altura ), y  Pegado Chap. Fondo Automatico;10300.0;2025-02-03;14654;Cartulina Duplex PDS FABRICA;-TD1854024-;20000.0;2025-01-17;;1;14654   - 901304 PROSABORES - TD1854024 -  NUEVA CAJA CONT. DISPLAY P/ 12 ESP.. Estuche. 144 mm. x 259 mm. x 87 mm. En Cartulina Duplex PDS de 370 grs./m2, Si;613;0;0
14656  ;FOOD PACK;CW001 - ESTUCHE WOK CHINESSE NOODLES. Estuche. 300 x 300 mm. En KRAFT MARRON de 350 g. 0 color de frente  Poli mate Tercero, Troquelado;2725.0;2025-02-03;14656;KRAFT MARRON;-CW001-;10000.0;2025-01-20;;1;14656   - FOOD PACK - CW001 - ESTUCHE WOK CHINESSE NOODLES. Estuche. 300 x 300 mm. En KRAFT MARRON de 350 g. 0 color de frente  Poli mate Tercero, Tro;;0;0
FAM 52031;CF4;CAMBIO DE FORMATO MAQ401 (127195);1.0;2024-11-01;127195;MAQ401;ZVCF401;1.0;2024-11-01;401;127195;(52031) ZVCF401-CAMBIO DE FORMATO MAQ401 CANT:1;;0;0
FAM 52032;;FS*1 11.4 X 16.2 COM. OBRA. CAJA X 500 U (127197);150000.0;2024-11-04;127197;MAQ600;1500;150000.0;2024-11-04;600;127197;(52032) 1500-FS*1 11.4 X 16.2 COM. OBRA. CAJA X 500 U CANT:150000;;114;0
FAM 52033;;FS*1 COMERCIAL DE BOBINA OBRA PRIMERA (127199);100000.0;2024-11-04;127199;MAQ600;1585;100000.0;2024-11-04;600;127199;1585 (52033) 1585-FS*1 COMERCIAL DE BOBINA OBRA PRIMERA CANT:100000;;114;0
FAM 52034;;FS*1 COMERCIAL DE BOBINA  90G. OBRA PRIMERA (127201);100000.0;2024-11-04;127201;MAQ600;1595;100000.0;2024-11-04;600;127201;(52034) 1595-FS*1 COMERCIAL DE BOBINA  90G. OBRA PRIMERA CANT:100000;;114;0
FAM 52036;;FS*1 OF.ING.DE BOB. OBRA 1¦ CAJAS X 500 U (127203);200000.0;2024-11-05;127203;MAQ600;1385;200000.0;2024-11-05;600;127203;(52036) 1385-FS*1 OF.ING.DE BOB. OBRA 1¦ CAJAS X 500 U CANT:200000;;120;0
FAM 52037;;FS*1 OF.INGLES DE BOBINA 90GR OBRA PRIMERA (127204);100000.0;2024-11-05;127204;MAQ600;A1395;100000.0;2024-11-05;600;127204;(52037) A1395-FS*1 OF.INGLES DE BOBINA 90GR OBRA PRIMERA CANT:100000;;120;0
FAM 52038;;FS*1 12 CAJAS DEL A1395 OBRA PRIMERA (127205);288000.0;2024-11-05;127205;MAQ620;A6395;288000.0;2024-11-05;620;127205;(52038) A6395-FS*1 12 CAJAS DEL A1395 OBRA PRIMERA CANT:288000;;120;0
FAM 52039;;FS*1 BSA.PZA. 13.0 X 25.0 OBRA PRIMERA (127207);50000.0;2024-11-05;127207;MAQ330;2694;50000.0;2024-11-05;330;127207;(52039) 2694-FS*1 BSA.PZA. 13.0 X 25.0 OBRA PRIMERA CANT:50000;;130;0
FAM 52040;;10 PQ (2622) BOLSAS X100 MANILA 13,0X25,5 CM (127213);100000.0;2024-11-05;127213;MAQ903;6622;100000.0;2024-11-05;903;127213;(52040) 6622-10 PQ (2622) BOLSAS X100 MANILA 13,0X25,5 CM CANT:100000;;130;0
FAM 52040;;BOLSA MANILA 70 GRS 130 X 255 CONFECCIONADA (127211);100000.0;2024-11-05;127211;MAQ360;6622CF;100000.0;2024-11-05;360;127211;(52040) 6622CF-BOLSA MANILA 70 GRS 130 X 255 CONFECCIONADA CANT:100000;;0;0
FAM 52041;;10 PQ (2522) BOLSAS X 100 MAN. REC. 13,0X25,5 (127217);100000.0;2024-11-05;127217;MAQ903;6522;100000.0;2024-11-05;903;127217;(52041) 6522-10 PQ (2522) BOLSAS X 100 MAN. REC. 13,0X25,5 CANT:100000;;130;0
FAM 52041;;BOLSA KRAFT 70 GRS 130X255 CONFECCIONADA (127216);100000.0;2024-11-05;127216;MAQ360;6522CF;100000.0;2024-11-05;360;127216;(52041) 6522CF-BOLSA KRAFT 70 GRS 130X255 CONFECCIONADA CANT:100000;;0;0
FAM 52042;;ETIQUETA BLISTER INTERNA 2715 (127221);500.0;2024-11-05;127221;MAQ903;ETIQB2715;500.0;2024-11-05;903;127221;(52042) ETIQB2715-ETIQUETA BLISTER INTERNA 2715 CANT:500;;0;0
FAM 52042;;FS*1 BOLSA 190X240 OBRA 80 GR CONFECCIONADA (127220);12500.0;2024-11-05;127220;MAQ360;2715CF;12500.0;2024-11-05;360;127220;(52042) 2715CF-FS*1 BOLSA 190X240 OBRA 80 GR CONFECCIONADA CANT:12500;;0;0
FAM 52043;;BOLSA MANILA 70 GRS 190X240 CONFECCIONADA (127226);25000.0;2024-11-05;127226;MAQ360;2725CF;25000.0;2024-11-05;360;127226;(52043) 2725CF-BOLSA MANILA 70 GRS 190X240 CONFECCIONADA CANT:25000;;190;0
FAM 52043;;ETIQUETA BLISTER INTERNA 2725 (127227);1000.0;2024-11-05;127227;MAQ903;ETIQB2725;1000.0;2024-11-05;903;127227;(52043) ETIQB2725-ETIQUETA BLISTER INTERNA 2725 CANT:1000;;0;0
FAM 52044;;10 PQ (2525) BOLSAS X 100 MAN. REC. 19,0X24,0 (127232);125000.0;2024-11-05;127232;MAQ903;6525;125000.0;2024-11-05;903;127232;(52044) 6525-10 PQ (2525) BOLSAS X 100 MAN. REC. 19,0X24,0 CANT:125000;;190;0
FAM 52044;;BOLSA KRAFT 70 GRS 190X240 CONFECCIONADA (127231);125000.0;2024-11-05;127231;MAQ360;6525CF;125000.0;2024-11-05;360;127231;(52044) 6525CF-BOLSA KRAFT 70 GRS 190X240 CONFECCIONADA CANT:125000;;0;0
FAM 52045;;BSA.MAN. 19.0 X 24.0 CAJA X 250 U (127239);100000.0;2024-11-05;127239;MAQ320;2665;100000.0;2024-11-05;320;127239;(52045) 2665-BSA.MAN. 19.0 X 24.0 CAJA X 250 U CANT:100000;;190;0
FAM 52046;;FS*1 BSA.OBRA 1¦. 19.0 X 24.0 CAJA X 250 U (127241);75000.0;2024-11-05;127241;MAQ330;2685;75000.0;2024-11-05;330;127241;(52046) 2685-FS*1 BSA.OBRA 1¦. 19.0 X 24.0 CAJA X 250 U CANT:75000;;190;0
FAM 52047;;10 PQ (2523) BOLSAS X 100 MAN. REC. 14,0X21,0 (127245);100000.0;2024-11-05;127245;MAQ903;6523;100000.0;2024-11-05;903;127245;(52047) 6523-10 PQ (2523) BOLSAS X 100 MAN. REC. 14,0X21,0 CANT:100000;;140;0
FAM 52047;;BOLSA KRAFT 70 GRS 140X210 CONFECCIONADA (127244);100000.0;2024-11-05;127244;MAQ360;6523CF;100000.0;2024-11-05;360;127244;(52047) 6523CF-BOLSA KRAFT 70 GRS 140X210 CONFECCIONADA CANT:100000;;0;0
FAM 52048;;BSA.MAN. 14.0 X 21.0 (127248);31250.0;2024-11-05;127248;MAQ360;2663;31250.0;2024-11-05;360;127248;(52048) 2663-BSA.MAN. 14.0 X 21.0 CANT:31250;;140;0
FAM 52049;;BOLSA FC RS PASTEL CJA X 24 PAQ X 25 U 12.5x26x7.5 (127251);48000.0;2024-11-05;127251;MAQ902;BFCRSP;48000.0;2024-11-05;902;127251;(52049) BFCRSP-BOLSA FC RS PASTEL CJA X 24 PAQ X 25 U 12.5x26x7.5 CANT:48000;;125;0
FAM 52049;;BOLSA FC RS PASTEL PAQ X 25 U 12.5x26x7.5 (127250);48000.0;2024-11-05;127250;MAQ401;BFCRSPP;48000.0;2024-11-05;401;127250;(52049) BFCRSPP-BOLSA FC RS PASTEL PAQ X 25 U 12.5x26x7.5 CANT:48000;;125;0
FAM 52049;;PAPEL IMPRESO BFC ROSA PASTEL 125X75X260 (127249);15624.0;2024-11-05;127249;MAQ319;BFCRSPIMP;15624.0;2024-11-05;319;127249;(52049) BFCRSPIMP-PAPEL IMPRESO BFC ROSA PASTEL 125X75X260 CANT:539;;125;0
